alpha_70;0.77232885;0.79522705;0.6010276;0.6605485;0.715859;0.80153704;0.98606676;0.77307165;0.5175971;0.63346124;0.0;0.49471736;0.5889828;0.67435396;0.5615742;0.5882605;0.8456874;0.78630686;1.0525422;0.9107048;0.8342153;0.75227726;0.8483035;0.92519575;0.8944986;0.9613793;1.0136521;0.95152533;1.0537541;0.96023935;0.9446087;0.9301374;0.9567312;0.93775564;1.0995814;1.119027;1.0284352;0.89408886;0.8450896;0.97639483;1.0723952;1.0939935;0.9911295;0.8593992;0.94390595;0.9857793;1.0314715;0.79360294;1.0573695;1.0924726;1.1362228;1.1166826;1.0709475;0.90432703;1.0669328;0.9424266;1.1094064;1.140592;0.9827939;1.012057;1.0733529;0.9917314;1.0448344;1.0698048;0.97807676;1.0804704;0.98002774;1.0094119;0.82018983;1.1132282;0.93928856;0.9859107;0.7449918;0.79599786;0.98888063;1.052089;1.0801147;1.1409558;1.0902954
alpha_77;0.88589734;0.8393208;0.59596026;0.53273785;0.70924026;0.76563704;0.9911796;0.81337476;0.88105667;0.6445615;0.49471736;0.0;0.48371583;0.49491656;0.82552;0.6183287;0.9652855;0.76975995;1.0634145;0.9468057;0.8961491;0.8478749;0.8615523;0.83320427;0.8266285;0.89264864;0.9616899;0.86244434;0.91083026;0.955036;0.9902998;0.83142155;1.0383165;0.86053354;0.96886843;1.1008686;1.1683879;1.1041056;0.93010664;0.90601873;0.9602772;1.1166531;1.159331;0.92894596;0.97920936;0.98652124;1.0763677;0.78273684;0.9138207;0.9771671;1.0195141;1.0283394;1.0147969;0.8803384;1.0406704;1.026772;0.8867967;0.9676907;0.88911813;0.96744716;0.9839739;0.91340065;0.9827723;0.9605916;1.0501624;1.0509826;0.9257449;0.90853965;0.87662214;1.0396112;0.9106389;0.8773431;0.9120766;0.8993648;1.0243025;1.067478;1.1617035;1.08043;1.0461892
alpha_84;0.84763825;0.87753147;0.63078773;0.48840517;0.4654233;0.64453936;0.74134016;0.8707402;0.8572719;0.93822193;0.5889828;0.48371583;0.0;0.47970247;0.50829375;0.7510798;0.8665845;1.0002408;1.1198379;0.9981666;0.9288024;0.864385;0.75009704;0.73541725;0.73944306;0.84438753;0.9477408;0.90304077;0.881576;0.98212034;1.0284523;0.97365886;1.0306375;0.8657019;0.7513078;0.92522454;0.9945252;1.0615451;0.8595424;0.74534273;0.794729;0.96339643;0.99935;1.0891584;0.9425324;0.9286912;0.91706014;0.89976645;0.9729636;1.0531167;1.0753838;1.0821755;1.0658493;0.8494891;1.048442;1.0088747;1.0409758;1.140481;0.9495916;1.0792555;1.1600416;1.1629343;1.1296495;1.1010895;0.8197607;0.9991504;0.92355996;0.969134;0.9132375;1.0910094;1.0207849;1.1180649;0.8186359;0.855325;0.91174906;1.0007697;1.0024791;1.1309732;1.1256676
alpha_91;0.85298747;0.9278355;0.7784027;0.6311827;0.56308234;0.5434506;0.73188245;0.5887964;0.74350905;0.8097743;0.67435396;0.49491656;0.47970247;0.0;0.49638796;0.40798348;0.7460479;0.73469824;1.1096288;0.98922956;0.9251692;0.82176757;0.7685814;0.7472494;0.6547122;0.8083747;0.9066833;0.8712085;0.9049618;0.9899514;1.0432951;0.9900028;1.0800543;0.99695903;0.8641858;0.9240402;1.0178277;1.0752063;1.0566047;0.918695;0.8713774;0.9561013;1.062545;1.0081663;1.0820246;1.0834185;1.0910783;0.78856665;1.0311899;1.0582339;1.0739919;1.0532079;1.0323716;0.9524685;1.010735;0.9420858;1.0314347;1.101375;0.88862884;1.0812675;1.1380843;1.0925984;1.0416329;0.9934009;0.9921616;1.1009841;0.9883435;1.0224893;0.81104743;1.0840858;0.93349355;0.9244021;0.8116738;0.82508636;0.9430467;1.0593975;1.120907;1.1733809;1.1328655
alpha_98;0.8171554;0.92566824;0.7397828;0.66842794;0.43627977;0.57721025;0.53018975;0.631169;0.595384;0.94529355;0.5615742;0.82552;0.50829375;0.49638796;0.0;0.5027294;0.55155236;0.8476983;1.1194892;1.0316998;1.008326;0.8537766;0.8368125;0.8416042;0.7744534;0.8389625;0.82178676;0.9058372;1.0747757;0.9297322;0.9830712;1.0950879;1.1141642;1.1416144;0.9141179;0.8437172;0.86016595;0.98768544;0.9915759;0.9285318;0.92997134;0.92559975;0.9455842;1.1475735;1.0553923;1.0336671;1.0175537;0.9463797;1.1050713;1.1434561;1.1393574;1.1311451;1.0928301;0.8979697;1.0258882;0.9127078;1.1734403;1.2400255;1.0086051;1.0381149;1.2094707;1.1419406;1.0205024;1.0873301;0.8728602;1.0934395;0.9523955;1.0283531;0.73685366;1.211441;0.9781573;1.1200227;0.6541829;0.7587501;0.9075891;0.9567091;0.9019367;1.2346265;1.1803792
alpha_105;0.8702305;0.86654985;0.8667219;0.7669616;0.7598868;0.59920615;0.7816508;0.4348119;0.50612366;0.6761423;0.5882605;0.6183287;0.7510798;0.40798348;0.5027294;0.0;0.72620976;0.5476353;1.0459718;0.872182;0.8365947;0.7433349;0.8784787;0.840801;0.71642816;0.80351985;0.84422004;0.8123601;0.94037306;0.9017433;0.92741144;0.90662193;1.0929692;1.1450016;1.0439496;0.95761377;1.0083098;1.0270176;1.1756974;1.082291;0.992427;0.9975327;1.0356195;0.85633373;1.1210454;1.1435131;1.1402309;0.6143336;1.0343301;1.0520593;1.084458;1.0530564;0.9985681;0.959343;0.9834445;0.8772082;1.0374569;1.078249;0.8337295;0.99061465;1.0670487;0.98663324;0.95437276;0.9883112;1.0361649;1.1036611;0.95720744;1.024884;0.7903857;1.1040913;0.9614185;0.9055406;0.7835913;0.77223945;0.95518774;0.99456215;1.1090447;1.1321458;1.0804521
alpha_112;0.75956184;0.9354307;0.8628599;0.90304387;0.72455764;0.6539027;0.48478866;0.5384946;0.5246321;0.6996936;0.8456874;0.9652855;0.8665845;0.7460479;0.55155236;0.72620976;0.0;0.62921345;1.0097315;0.9453285;0.9970481;0.9293585;0.81843436;0.88608885;0.88453215;0.9226767;0.90329;0.96744287;0.96609044;0.98644936;0.993663;1.0890898;1.0029233;1.161062;1.0465221;0.8963469;0.76519763;0.8115027;0.98910666;1.0773456;1.056194;0.8974262;0.83582693;1.0808752;1.007261;1.0239528;0.9905546;1.0605425;1.1533535;1.1596138;1.1137062;1.0955815;1.0820426;0.94924676;0.99599284;0.90783906;1.1895634;1.1795502;1.0646154;1.0943455;1.1660217;1.1587614;1.0277165;1.0321347;0.8595828;1.0251244;1.0194333;1.0401669;0.9125118;1.143711;0.97967947;1.0551554;0.9057483;0.9572373;0.9639838;1.0456561;0.98356056;1.1574401;1.1691335
alpha_119;0.7637585;0.79982764;0.9017292;0.9520805;1.0007489;0.8285726;0.78012735;0.52124786;0.5270663;0.4829384;0.78630686;0.76975995;1.0002408;0.73469824;0.8476983;0.5476353;0.62921345;0.0;0.98143053;0.91814184;0.93114716;0.8572579;0.9169208;0.9129504;0.9376006;0.9793864;0.933263;0.9025869;0.9741676;0.9771333;0.99533653;0.95960724;0.96436715;1.0966189;1.1727561;1.0330379;0.9445377;0.87101066;1.0999326;1.2097491;1.1469152;1.0316867;0.98246217;0.8760405;1.0780891;1.1098113;1.138757;0.8516197;1.092421;1.0682995;1.0485317;1.0088658;0.98132956;1.0147448;0.95358413;0.9042449;1.0792359;1.041724;0.89406985;1.0151854;1.0224465;0.98019;1.0242565;0.94275695;1.0572481;1.0460261;1.0896593;1.0934491;0.9293757;0.9952289;0.9071669;0.88694453;0.99053454;0.9521895;1.0309383;1.072735;1.1562377;1.100518;1.0819353
Elu_0;0.8321292;0.6934241;0.80620235;0.8723638;1.0507673;0.92612267;1.0965492;0.9537417;1.0385454;0.97743297;1.0525422;1.0634145;1.1198379;1.1096288;1.1194892;1.0459718;1.0097315;0.98143053;0.0;0.5974821;0.76150507;0.9509218;1.25589;1.3120594;1.2525921;1.2176048;1.1541055;1.3184466;1.0885227;0.93746865;0.80992067;0.8778338;1.0107127;1.0736719;1.0895454;1.071468;1.017549;0.96987545;0.95893735;1.0299832;0.9894356;0.9025429;0.8644854;0.83596575;0.7472906;0.6834536;0.71193135;0.8916197;1.0523231;1.0575271;1.0228832;1.0559614;1.0592463;0.94496465;0.90660787;0.99512106;0.9229576;0.88507915;0.7924896;0.52340406;0.5724305;0.78358847;0.8779843;0.8060049;0.8779674;0.6579884;0.68148655;0.6385354;0.9339283;0.7743865;0.7631891;0.8598139;1.1363417;1.0553718;0.95960075;0.7208023;0.7077664;0.47883022;0.5428016
Elu_30;0.8292193;0.725737;0.88854736;0.8585383;1.104989;0.8553181;1.0133598;0.88551366;0.8012586;0.7649721;0.9107048;0.9468057;0.9981666;0.98922956;1.0316998;0.872182;0.9453285;0.91814184;0.5974821;0.0;0.48329073;0.5815921;0.8732382;0.9377003;0.8709961;0.82712245;0.8706387;0.8890545;0.78943646;0.7426225;0.6456967;0.5971345;1.0431998;1.1125959;1.1383584;1.030513;0.97600853;0.9130844;0.9518204;1.0440478;1.0000241;0.9104744;0.8740626;0.7896465;0.8510248;0.8421227;0.8379534;0.7373716;1.0527335;1.1276629;1.1382992;1.1261461;1.0673732;0.8431337;1.0138049;0.91502285;1.0613427;1.074141;0.8231261;0.80546814;0.85994864;0.9208271;0.9273443;0.94763595;0.84123814;0.9298694;0.7667724;0.78513384;0.9140189;0.9523477;0.93364644;0.9258479;0.9197277;0.95674163;0.9235037;0.87150323;0.93117094;0.8523572;0.8490055
Elu_60;0.8656678;0.7594924;0.8957825;0.8085048;1.0961198;0.85612255;1.1149231;0.8890972;0.83273655;0.792513;0.8342153;0.8961491;0.9288024;0.9251692;1.008326;0.8365947;0.9970481;0.93114716;0.76150507;0.48329073;0.0;0.4807518;0.6636174;0.73742414;0.72893995;0.77750504;0.91167295;0.85024;0.7053342;0.8884555;0.8233213;0.6730176;1.0401689;1.052842;1.0888062;1.012137;0.9902156;0.89869875;0.93596804;0.9887472;0.94814146;0.94387406;0.90192616;0.7902271;0.8962503;0.92385894;0.9021071;0.6893072;1.1146449;1.1772997;1.1632535;1.1155939;1.0386841;0.868062;0.9946372;0.8327858;1.1688309;1.1754984;0.85321605;0.9530334;1.00893;1.0651958;1.077557;1.0044816;0.8395581;0.9410596;0.8804683;0.9302321;0.95328516;0.97757447;1.0136915;1.000447;0.87834406;0.9664848;0.9328597;0.91440976;1.0016335;0.93274343;0.9751604
Elu_90;0.78837407;0.81867325;0.9292527;0.8135725;0.9821752;0.8722489;1.0220225;0.8032886;0.7132752;0.7822487;0.75227726;0.8478749;0.864385;0.82176757;0.8537766;0.7433349;0.9293585;0.8572579;0.9509218;0.5815921;0.4807518;0.0;0.36096394;0.49247473;0.5310424;0.68503815;0.885233;0.7702621;0.7907369;0.9907819;0.9328893;0.75503105;0.96003246;0.9865741;1.0272597;0.9832966;0.9396265;0.87003;0.9593714;1.0377356;0.9873682;0.9651712;0.9219949;0.8484261;0.95667166;1.0168371;0.9952261;0.71124667;1.2350087;1.2272835;1.2450484;1.1766815;1.0778507;0.9492888;1.0506433;0.7881519;1.3136616;1.2925906;0.9247034;1.1211154;1.1702373;1.104055;1.1561103;1.0447702;0.8616866;1.0235435;1.0162679;1.0648302;0.8481111;1.0275354;0.9860673;0.96136314;0.7804811;0.9186374;0.9992933;1.0675714;1.0943063;1.166879;1.1763855
Elu_120;0.86354434;1.0611815;1.0578791;0.8810945;0.9158578;0.82651794;0.9024481;0.8119802;0.79334;0.84386873;0.8483035;0.8615523;0.75009704;0.7685814;0.8368125;0.8784787;0.81843436;0.9169208;1.25589;0.8732382;0.6636174;0.36096394;0.0;0.20684767;0.36100614;0.60173833;0.92659587;0.72473073;0.6331867;1.1695877;1.1681447;0.96311474;0.8813395;0.8659395;0.83939046;0.89285886;0.85550976;0.88109684;0.9118993;0.9573017;0.9493952;0.94365263;0.9353926;1.0489146;1.0200114;1.1212037;1.0503887;0.85501236;1.2339282;1.1806661;1.1876354;1.1190513;1.0610037;1.0406829;1.0643408;0.84066933;1.3531215;1.3050597;1.1199512;1.4797347;1.4814218;1.3879467;1.3652501;1.1814567;0.8030235;1.0547088;1.1664222;1.2178136;1.0365928;1.1845839;1.1440762;1.0761205;0.7756724;0.9578004;1.0125167;1.2508881;1.2530364;1.4379308;1.5134654
Elu_150;1.000658;1.0731149;1.111544;0.85568845;0.9575897;0.8324063;0.9565583;0.8849164;0.85492706;0.8991931;0.92519575;0.83320427;0.73541725;0.7472494;0.8416042;0.840801;0.88608885;0.9129504;1.3120594;0.9377003;0.73742414;0.49247473;0.20684767;0.0;0.24612206;0.4277777;0.7693964;0.5597892;0.4916917;1.0281314;1.0747526;0.8805035;0.9623564;0.91649306;0.8307532;0.85131526;0.8741401;0.94431573;0.9515537;0.9163117;0.87161636;0.94634974;0.97033906;1.0803512;1.0543796;1.1442784;1.0733447;0.808054;1.1580812;1.1245892;1.1349754;1.0940496;1.0344623;1.0180986;1.0455554;0.89381576;1.2640547;1.2369506;1.1142004;1.4525248;1.4854711;1.393631;1.3541012;1.1934805;0.7787493;1.0610616;1.1059915;1.1857249;1.0903805;1.2132314;1.1973085;1.1000211;0.7710066;0.9453218;1.0080713;1.2145813;1.242065;1.4275069;1.5058241
Elu_180;1.0448385;1.0420656;1.0625788;0.8025029;0.8954967;0.723837;0.917244;0.8037716;0.8174746;0.9031939;0.8944986;0.8266285;0.73944306;0.6547122;0.7744534;0.71642816;0.88453215;0.9376006;1.2525921;0.8709961;0.72893995;0.5310424;0.36100614;0.24612206;0.0;0.3460139;0.6432722;0.5206455;0.4608168;0.84891665;0.9734752;0.8092544;1.0368967;1.0194552;0.8723013;0.8362831;0.8734784;0.9395433;0.96197677;0.91542894;0.85641176;0.90348125;0.9430575;0.9728933;1.0491484;1.1279458;1.0528649;0.74968183;1.082432;1.0805776;1.0774089;1.0528669;0.99352735;0.98628336;0.96768534;0.85958743;1.1630988;1.1872152;0.9937094;1.2956276;1.3807262;1.3019552;1.228873;1.1220372;0.7879831;1.0625877;0.972237;1.0897355;0.9509495;1.165879;1.12992;1.0549362;0.76741683;0.89081585;0.9422176;1.0960052;1.146469;1.3255478;1.3648263
Elu_210;1.1450593;1.0789096;1.0419211;0.87616235;0.9236054;0.80744606;0.89979666;0.94954735;0.86777073;0.8797943;0.9613793;0.89264864;0.84438753;0.8083747;0.8389625;0.80351985;0.9226767;0.9793864;1.2176048;0.82712245;0.77750504;0.68503815;0.60173833;0.4277777;0.3460139;0.0;0.30955756;0.2802167;0.43150443;0.4820341;0.57493603;0.4925683;1.1159006;1.1510543;0.96298903;0.80477166;0.81655097;0.90609676;0.93123;0.90205896;0.79202455;0.81494856;0.82602227;0.976598;0.9382683;0.9675648;0.9096488;0.71873796;1.0448897;1.1065747;1.0963107;1.1188189;1.0506778;0.8473014;0.97283554;0.9268679;1.123858;1.1925355;1.0030622;1.0805858;1.2378165;1.2206103;1.1040714;1.2002956;0.683082;1.0399854;0.78702563;0.9450692;1.0337409;1.2135894;1.2066821;1.1699314;0.79431623;0.9083863;0.9078772;0.9119788;0.9604448;1.1387964;1.2200706
Elu_240;1.10445;1.0427227;0.99187255;0.94133365;0.8993914;0.93666464;0.8153589;0.97759116;0.9007905;0.88779676;1.0136521;0.9616899;0.9477408;0.9066833;0.82178676;0.84422004;0.90329;0.933263;1.1541055;0.8706387;0.91167295;0.885233;0.92659587;0.7693964;0.6432722;0.30955756;0.0;0.30877465;0.65003455;0.32389408;0.43305093;0.4914447;1.1629796;1.2622645;1.0921135;0.8557747;0.8290058;0.940871;0.9736014;1.0020567;0.90184957;0.8346952;0.85735494;1.0154153;0.9508848;0.9635556;0.93052936;0.81596667;1.0338055;1.1089444;1.0916276;1.1300743;1.071487;0.81025136;0.96489596;0.94951606;1.0834405;1.1698691;0.9492497;0.8503577;1.0326177;0.98724025;0.87257326;1.1254122;0.8207402;1.0940866;0.7257228;0.8802704;0.93087643;1.2075168;1.097103;1.142665;0.8639988;0.9043866;0.9414218;0.84750205;0.83472896;1.0212605;1.0332656
Elu_270;1.142504;1.1174212;1.1618403;1.0109044;1.0509245;0.98990834;0.92153496;1.0159448;0.87739956;0.82310295;0.95152533;0.86244434;0.90304077;0.8712085;0.9058372;0.8123601;0.96744287;0.9025869;1.3184466;0.8890545;0.85024;0.7702621;0.72473073;0.5597892;0.5206455;0.2802167;0.30877465;0.0;0.49369347;0.40359843;0.5435442;0.43222386;1.1026952;1.1456199;1.0838599;0.86549467;0.8605487;0.9183994;0.96427673;0.9940538;0.90302515;0.875082;0.89773965;1.0092363;0.99811155;1.0678918;1.043273;0.7500347;1.0821912;1.1229075;1.1374915;1.1391772;1.0859312;0.8762913;1.0412894;0.9568468;1.1656384;1.2240856;1.021282;1.0879139;1.2130771;1.115852;0.9904498;1.1774843;0.86633205;1.2355313;0.86566764;0.99858654;0.96630895;1.2829651;1.1770774;1.0862858;0.77070034;0.8887516;0.94012237;0.98428625;1.034943;1.2366792;1.2501268
Elu_300;1.1160104;0.98906463;1.1504245;0.96369445;1.182118;0.8456562;1.0151454;0.9470648;0.89895874;0.84582114;1.0537541;0.91083026;0.881576;0.9049618;1.0747757;0.94037306;0.96609044;0.9741676;1.0885227;0.78943646;0.7053342;0.7907369;0.6331867;0.4916917;0.4608168;0.43150443;0.65003455;0.49369347;0.0;0.6421968;0.7390311;0.5904609;1.0498123;1.0536351;1.006583;0.88858056;0.86726743;0.9032601;0.92903894;0.9386498;0.84188634;0.84188515;0.85005546;0.89309174;0.8961211;0.9520057;0.87706375;0.75494015;1.0110325;1.0481007;1.0264403;1.0330585;1.0116881;0.92068076;0.93402785;0.95479155;1.0803818;1.0867672;1.0186157;1.1693361;1.2203425;1.281255;1.2140921;1.1149724;0.72604144;0.9139023;0.85611457;0.9381742;1.1533273;1.1024631;1.1795156;1.0838649;0.8930217;0.97377425;0.87796646;0.92632073;1.021235;1.0879362;1.2072358
